	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Throt6874	Locus5668v2rpkm5.53		1019.86266224	2857.02936814	1695.03054767	1383.27837224	2462.60117686	842.638710261	1564.55055758	2136.53616795	1030.90536344	2010.65559801	0	0	0	1
Throt6873	Locus5668v1rpkm18.40		42.9308261731	210.574717723	162.462991789	50.8906741093	49.4301817895	99.0997758921	156.119914617	157.830000762	49.5605516365	128.14770867	0	0	0	1
Throt6840	Locus5642v1rpkm18.48		14.118619917	63.5275382014	56.9280889927	18.4603425691	15.1958509388	34.8738214283	54.4604353316	47.1675864346	18.126312867	47.4430148798	0	0	0	1
Throt68	Locus70v2rpkm2044.51		6444.47919797	361.567707071	1884.96695595	2950.91070608	3104.1455504	1654.90813436	1157.63335615	568.084337718	2553.51564427	758.572553133	0	0	1	1
Throt6782	Locus5593v2rpkm6.18		224.811870987	701.696514087	479.728118844	424.088950911	572.726381936	348.302291515	530.919423412	695.333156066	294.609945839	627.588577269	0	0	0	1
Throt678	Locus620v1rpkm159.57		2316.98691019	444.035132438	1173.82813661	1323.65645502	719.270277771	495.64418705	1707.54411086	1340.12961238	516.026299215	1209.02335202	1	0	0	1
Throt6777	Locus5589v2rpkm4.17		1.91655473987	4.34039080879	6.73627039125	2.24517679894	3.4932990664	3.48738214283	5.86496995879	6.47906407069	1.3766819899	3.60979461042	0	0	0	1
Throt6767	Locus5581v1rpkm18.67		1328.49186052	3649.74256221	2680.50728079	2304.29978798	3096.11096255	1798.03610981	2906.79082529	3860.48553588	1691.0243776	3504.3370393	0	0	0	1
Throt675	Locus617v1rpkm160.04		0.44719610597	11.9689564727	0.660418665809	0.748392266314	0.8733247666	1.01715312499	0.279284283752	0.259162562827	5.50672795961	0.773527416519	0	0	1	0
Throt67	Locus70v1rpkm4389.49		6620.99388951	394.844036606	1880.07985783	2872.32951811	3029.38895038	1623.2310799	1188.91319593	581.560790985	2498.21891768	766.823512242	1	0	1	1
Throt6693	Locus5522v2rpkm2.01		4.21642042771	17.2300362409	9.11377758816	2.49464088771	1.39731962656	4.21392008925	8.93709708005	7.25655175917	0.917787993268	7.99311663736	0	0	0	1
Throt669	Locus613v1rpkm161.02		87.0754703481	110.08809415	30.7755098267	188.345387022	7.68525794608	10.0262236606	9.49566564756	5.96073894503	25.6980638115	2.8362671939	0	0	1	1
Throt6643	Locus5481v1rpkm19.04		570.750001533	30.9088436383	200.50310694	208.053050035	337.278024861	83.2612486601	449.089128273	160.939951516	119.771333121	154.963325776	1	0	0	0
Throt6622	Locus5461v1rpkm19.09		78.0676630707	110.351148139	114.252429185	126.977221185	82.2671930137	237.287293302	110.875860649	95.6309856833	222.563588367	105.715413591	0	0	1	0
Throt6603	Locus5443v1rpkm19.13		0.383310947974	2.49901288991	3.56626079537	1.49678453263	2.96930420644	1.30776830356	2.79284283752	0.518325125655	6.42451595288	2.8362671939	0	0	1	0
Throt6601	Locus5441v1rpkm19.14		47.2111317588	154.018110215	117.026187581	64.361734903	49.9541766495	42.4298160711	104.731606407	88.633596487	51.8550216196	96.6909270649	1	0	0	0
Throt66	Locus69v1rpkm4602.17		4891.55877741	682.756626922	2345.67501722	2398.34774945	1805.33695751	963.970547314	2702.0754453	1902.77153628	1147.92333258	1776.2767908	1	0	1	1
Throt6586	Locus5427v1rpkm19.18		149.299614236	165.987066688	176.463867504	201.566983727	139.906627609	364.431433926	159.750610306	143.057734681	362.296810343	188.998532103	0	1	1	0
Throt657	Locus603v1rpkm165.05		290.485813406	24.9901288991	118.479108646	123.734188031	128.553405643	64.9524924102	246.049453985	109.366601513	61.0329015523	86.8929131223	1	0	0	0
Throt6553	Locus5401v1rpkm19.27		1010.72708465	2782.45356242	2043.20326828	1735.77112967	2340.85970439	1370.25056695	2158.58822912	2974.14957101	1305.09452643	2694.19599174	0	0	0	1
Throt6530	Locus5382v1rpkm19.34		494.471122886	27.3576147948	180.0301283	157.411840015	177.983587433	96.6295468743	308.329849262	110.403251765	105.545619226	135.882982835	1	0	0	0
Throt65	Locus68v1rpkm4688.68		6219.22013088	537.28777133	2767.02212601	2576.46510883	2794.81391807	1287.57054865	3033.02732154	1990.62764508	1360.85014702	1459.90407744	1	1	1	1
Throt6481	Locus5348v1rpkm19.51		6.58017127355	11.4428484959	11.8875359846	5.73767404174	5.2399485996	4.50453526782	7.26139137754	11.9214778901	2.98281097812	6.44606180432	0	0	0	1
Throt6437	Locus5311v1rpkm19.64		520.600152507	34.3285454877	163.519661654	164.147370412	225.143124829	71.9272566959	330.672591962	122.065567092	91.3199053302	111.387947979	1	0	0	0
Throt640	Locus589v1rpkm169.22		225.195181935	7.36551167552	64.7210292493	71.5961934774	113.182889751	70.6194883923	332.627581948	145.908522872	90.6315643352	135.109455419	1	0	0	0
Throt64	Locus67v1rpkm4703.64		435.37735174	24.0694399396	124.026625439	230.754282113	229.509748662	107.091693303	83.7852851255	32.9136454791	162.677921807	49.247912185	1	0	1	1
Throt638	Locus588v1rpkm169.46		7.60233380148	29.8566276847	163.783829121	394.901652525	355.792509913	241.355905802	347.708933271	322.65739072	885.206519507	368.714735207	0	0	1	0
Throt6351	Locus5241v1rpkm19.91		25.3624077243	90.8851529961	79.5144073634	53.1358509083	86.6338168467	31.9676696426	77.641030883	71.0105422147	47.036634655	75.5478443467	1	0	0	0
Throt6345	Locus5236v2rpkm4.40		48.1055239707	180.060455068	108.836996125	72.8435139212	97.8123738592	45.0453526782	111.155144933	114.809015333	59.6562195624	119.123222144	1	0	0	0
Throt634	Locus584v1rpkm169.85		901.866775425	1183.08531288	1126.14590894	1300.45629476	877.342060526	2518.1805223	1054.57745545	1021.61882267	2400.93339039	1171.89403603	1	1	1	0
Throt6315	Locus5213v3rpkm2.81		4.91915716567	24.2009669339	10.4346149198	7.23445857437	5.41461355292	5.81230357138	15.9192041738	18.4005419608	5.50672795961	10.0558564147	0	0	0	1
Throt631	Locus581v1rpkm170.35		1865.70215411	2104.69496128	2301.95530154	2595.42437958	1682.72216028	4650.86001023	2099.37996096	1885.9259697	4884.00880618	2253.02752185	0	1	1	1
Throt63	Locus66v1rpkm4791.45		272.661854325	38.6689362965	56.2676703269	70.5983371223	73.8832752543	47.6608892854	57.2532781691	26.4345814084	96.5971862915	44.0910627416	1	1	1	1
Throt6282	Locus5187v1rpkm20.09		229.347717204	662.632996808	465.991410595	385.67148124	558.927850624	322.292233033	474.503998094	684.448328427	293.233263849	613.149398827	0	0	0	1
Throt627	Locus577v1rpkm171.51		2215.40950897	3002.89280471	2921.03175887	3253.51064576	2213.70361838	6574.58718477	2523.3335037	2607.95286973	4838.57830051	2413.66338201	0	1	0	0
Throt62	Locus65v1rpkm4824.18		5478.02452781	394.05487464	1782.20581155	3627.45731482	3670.23466411	1656.36121026	1163.77761039	573.267588974	2146.47666926	590.717103748	0	1	1	1
Throt619	Locus569v1rpkm174.88		6368.45585996	756.017162694	2413.56605607	3459.0690549	2035.54536599	1131.07427499	3582.65879197	2530.98158857	1976.9153375	2981.94819068	1	0	0	0
Throt6189	Locus5107v1rpkm20.41		249.216001341	929.895849034	591.999292031	721.450144727	548.098623518	410.34863214	659.669478222	740.427441998	277.860314962	708.293271059	0	0	0	1
Throt6187	Locus5105v1rpkm20.42		337.888600639	13.0211724264	98.5344649387	103.777060929	157.547787895	52.1654245532	248.004443972	101.332562066	60.5740075557	92.8232899823	1	0	0	0
Throt6179	Locus5100v1rpkm20.43		0.766621895948	0.789161965234	1.32083733162	0.748392266314	2.96930420644	3.05145937498	1.95498998626	1.29581281414	6.42451595288	2.32058224956	0	0	1	0
Throt616	Locus567v1rpkm175.53		0.383310947974	3.81428283197	2.7737583964	1.24732044386	2.6199742998	2.03430624998	0.837852851255	0.259162562827	5.96562195624	0.773527416519	0	0	1	0
Throt614	Locus565v1rpkm175.88		477.733211492	30.3827356615	126.932467568	125.729900741	156.499798175	62.9181861602	187.958322965	83.4503452304	69.2929934917	86.6350706501	1	0	0	0
Throt6136	Locus5063v2rpkm1.28_PRE		10.9243620173	35.9068694182	43.1913807439	16.2151657701	21.1344593517	29.3521330355	46.081906819	39.3927095498	13.9962668973	22.4322950791	0	0	0	1
Throt6130	Locus5058v1rpkm20.61		25.2346374083	88.254613112	66.3060340472	35.1744365168	31.2650266443	24.2663674105	63.1182481279	47.4267489974	29.1397687863	54.9204465728	1	0	0	0
Throt6117	Locus5046v1rpkm20.65		0.766621895948	1.97290491309	4.09459572802	2.49464088771	3.84262897304	1.8889986607	2.51355855377	0.777487688482	8.48953893773	1.80489730521	0	0	1	0
Throt606	Locus558v1rpkm178.78		927.101412833	74.181224732	368.513615521	317.817249095	366.621737019	173.787876784	575.325624529	223.398129157	195.029948569	226.385690568	1	0	0	0
Throt6057	Locus5000v1rpkm20.81		0.0	0.394580982617	0.0	0.0	0.0	1.45307589285	0.0	0.259162562827	3.90059897139	0.515684944346	0	0	1	0
Throt6055	Locus4998v1rpkm20.84		706.122651326	65.7634971029	285.697114829	253.455514192	358.237819259	107.237000892	570.019223137	159.644138702	203.290040509	171.980928939	1	0	0	0
Throt6054	Locus4997v1rpkm20.86		405.542982956	747.073327088	1106.8616839	1022.55329987	397.537433756	1024.12788928	1178.02110886	1981.03863025	606.428416552	2199.65413011	0	0	0	1
Throt6026	Locus4979v1rpkm20.93		235.097381424	35.3807614413	91.9302782806	78.581187963	102.702992552	36.4722049104	199.967547166	53.1283253796	63.5568185338	69.6174674867	1	0	0	0
Throt6023	Locus4976v1rpkm20.94		153.579919822	8.94383560599	54.682665529	57.3767404174	64.451367775	21.5055232141	91.8845293543	25.6570937199	28.221980793	30.9410966608	1	0	0	0
Throt60	Locus63v1rpkm5092.77		5004.8910477	631.461099182	2046.76952908	2434.02111414	1402.21024525	866.323847315	2511.3242795	2011.61981267	918.017440266	1713.87891253	1	0	1	1
Throt5990	Locus4954v2rpkm10.81		37.0533916375	162.961945821	147.801697408	49.8928177543	51.875491136	86.1674004458	130.146476228	140.984434178	51.396127623	124.022229115	0	0	0	1
Throt595	Locus548v2rpkm81.01		68.4848893713	199.263396222	158.896730994	86.5640388036	66.8966771215	192.387248213	374.240940227	455.866948014	198.930547541	434.206723139	0	0	0	1
Throt594	Locus548v1rpkm183.26		64.3962392596	187.95207472	149.650869672	80.3274365844	57.1154397356	192.823170981	380.105910186	462.605174647	201.913358519	434.464565611	0	0	0	1
Throt5912	Locus4888v1rpkm21.26		3.32202821577	14.2049153742	7.39668905706	3.74196133157	4.71595373964	1.74369107142	5.86496995879	9.58901482462	2.29446998317	4.64116449911	0	0	0	1
Throt591	Locus545v1rpkm184.38		73.659587169	14.5994963568	25.7563279666	62.3660221928	48.9061869296	67.4227214281	30.7212712127	20.7330050262	126.654743071	31.4567816051	0	0	1	1
Throt5906	Locus4883v1rpkm21.27		2.8748321098	12.3635374553	16.2462991789	0.0	4.366623833	2.90615178569	8.37852851255	11.1439902016	2.52391698149	13.9234934973	0	0	0	1
Throt59	Locus62v1rpkm5254.24		1081.0646436	68.5255639812	355.041074739	660.331442978	591.415531941	300.64140223	254.707266782	108.070788699	439.849895774	116.802639894	0	0	1	1
Throt5891	Locus4872v2rpkm1.07_PRE		0.0	0.131526994206	0.528334932647	1.7462486214	0.52399485996	1.16246071428	0.0	4.14660100524	0.229446998317	0.0	0	0	0	1
Throt5843	Locus4833v1rpkm21.48		18.7822364507	26.1738718469	54.0222468632	40.9121105585	29.6930420644	15.9838348213	47.199043954	44.0576356807	44.0538236769	59.561611072	1	0	0	0
Throt5838	Locus4829v1rpkm21.51		156.710292563	283.703726502	31.4359284925	101.282420041	3.66796401972	7.5559946428	6.70282281004	4.40576356807	17.2085248738	5.67253438781	0	0	1	0
Throt5816	Locus4811v2rpkm4.70		12.3298354932	41.9571111516	45.700971674	18.4603425691	22.5317789783	30.5145937498	48.8747496566	46.6492613089	14.2257138957	26.0420896895	0	0	0	1
Throt5815	Locus4811v1rpkm21.57		12.2659503352	41.9571111516	45.1726367413	18.7098066578	22.3571140249	31.0958241069	48.0368968053	45.6126110576	14.6846078923	26.0420896895	0	0	0	1
Throt579	Locus533v1rpkm187.58		0.766621895948	11.4428484959	0.396251199485	2.49464088771	0.69865981328	0.726537946423	0.558568567503	0.259162562827	9.63677392931	0.515684944346	0	0	1	0
Throt5713	Locus4724v2rpkm5.17		22.1042646665	72.2083198189	46.6255578061	28.9378342975	10.8292271058	40.6861249997	56.6947096016	98.2226113116	22.2563588367	61.108665905	0	0	0	1
Throt5698	Locus4714v3rpkm1.20_PRE		353.732119822	1289.88523218	832.127518919	1021.80490761	794.376207699	567.571443746	913.259607868	1031.20783749	392.124920124	998.366052254	0	0	0	1
Throt569	Locus523v1rpkm189.96		1108.02418028	1411.54770182	1625.15825282	1801.38018502	965.198532046	3453.9613973	1508.69370083	1222.21064629	2217.83468573	1008.42190867	0	1	0	1
Throt564	Locus519v1rpkm191.72		0.0	6.18176872767	1.05666986529	0.498928177543	0.34932990664	3.05145937498	1.11713713501	0.777487688482	5.04783396297	2.8362671939	0	0	1	0
Throt562	Locus517v1rpkm192.71		9.19946275138	27.7521957774	187.823068556	451.280536587	402.253387496	267.511271873	401.331515751	369.047489466	1020.80969551	411.516585588	0	0	1	0
Throt5599	Locus4634v1rpkm22.37		947.544663392	2656.84528296	1943.87630094	1679.89117379	2276.23367167	1339.88128079	2116.41630227	2786.77503808	1219.05190206	2548.77283743	0	0	0	1
Throt5570	Locus4610v2rpkm12.85		3.76922432174	3.41970184935	2.7737583964	1.49678453263	0.69865981328	0.581230357138	0.0	0.0	8.0306449411	0.515684944346	0	0	1	0
Throt557	Locus513v1rpkm193.77		42.0364339611	6.57634971029	6.07585172544	1.99571271017	8.55858271268	5.08576562496	0.837852851255	1.29581281414	7.11285694783	2.32058224956	0	0	1	0
Throt5569	Locus4610v1rpkm22.47		5.9413196936	3.81428283197	4.22667946118	2.74410497648	0.8733247666	0.726537946423	0.0	0.0	9.63677392931	0.0	0	0	1	0
Throt556	Locus512v1rpkm193.81		0.127770315991	0.526107976823	0.660418665809	1.49678453263	3.84262897304	4.35922767854	0.558568567503	1.55497537696	8.0306449411	1.54705483304	0	0	1	0
Throt5553	Locus4598v1rpkm22.53		67.4627268434	132.184629177	212.522726657	344.759370682	154.054488828	164.778806249	291.572792237	362.05010027	156.712299851	299.097267721	0	0	0	1
Throt5543	Locus4590v2rpkm14.97		0.0	1.18374294785	0.264167466324	0.748392266314	0.0	0.871845535708	0.0	0.0	2.52391698149	0.257842472173	0	0	1	0
Throt5510	Locus4562v1rpkm22.67		13.0964573891	542.811905087	18.755890109	16.9635580364	2.79463925312	5.08576562496	6.98210709379	4.92408869372	20.1913358519	2.57842472173	0	0	1	0
Throt5507	Locus4559v1rpkm22.67		534.335461476	34.3285454877	198.125599743	165.145226767	192.655443512	113.194612053	378.709488767	149.795961314	134.91483501	163.214284886	1	0	0	0
Throt550	Locus507v1rpkm196.96		0.0	0.526107976823	0.0	0.0	0.0	1.59838348213	0.279284283752	0.259162562827	3.90059897139	0.0	1	0	1	0
Throt5475	Locus4529v1rpkm22.81		2.17209537185	11.7059024843	1.84917226427	1.24732044386	2.27064439316	1.45307589285	0.837852851255	1.55497537696	7.34230394614	0.773527416519	0	0	1	0
Throt5438	Locus4499v1rpkm22.94		14.629701181	57.8718774505	51.9089071326	24.1980166108	21.833119165	24.4116749998	46.6404753865	49.2408869372	19.5029948569	48.9900697129	0	0	0	1
Throt54	Locus57v1rpkm6206.20		42260.0958993	53258.5681287	54037.70066	65736.5314962	39440.2197844	114363.175686	48149.7276559	42919.3937047	111759.04394	52405.7089417	0	1	1	1
Throt5357	Locus4436v1rpkm23.17		58.199378934	194.791478419	204.729786401	83.5704697384	84.7125023602	131.793983481	205.832517125	195.408572372	62.4095835422	117.060482367	0	0	0	1
Throt5352	Locus4431v1rpkm23.19		108.476998277	361.041599095	255.449939935	209.799298657	292.913126718	179.164257588	280.68070517	340.798770118	156.253405854	333.39031652	0	0	0	1
Throt533	Locus494v1rpkm200.74		1690.59293604	2167.56486451	2054.95872053	2411.81881024	1672.06759813	4532.57963255	2054.69447556	1826.57774281	4562.32411454	2216.92957574	0	1	1	0
Throt5301	Locus4388v1rpkm23.36		0.255540631983	0.657634971029	1.7170885311	0.498928177543	2.09597943984	1.01715312499	0.837852851255	0.0	2.52391698149	1.28921236086	0	0	1	0
Throt5264	Locus4360v2rpkm1.77_PRE		111.287945228	396.027779553	242.373650352	291.374055685	244.705599601	163.325730356	271.74360809	306.589311825	105.775066224	302.707062331	0	0	0	1
Throt5263	Locus4360v1rpkm23.49		55.3884319822	207.681123851	140.669175817	157.910768192	126.981421064	91.6890888386	156.119914617	160.42162639	59.8856665607	166.050552079	0	0	0	1
Throt5219	Locus4329v1rpkm23.65		244.232959017	267.657433209	295.735478549	323.055994959	208.375289311	549.553302674	249.959433958	220.029015841	625.472517412	287.494356473	0	1	1	0
Throt520	Locus482v3rpkm43.52		1245.05784418	65.5004431144	416.856261859	437.809475794	667.744116542	188.89986607	863.54700536	315.400838961	267.305753039	314.825658523	1	0	0	0
Throt519	Locus482v2rpkm126.13		687.276529717	39.1950442733	248.581585811	275.408354004	376.926969264	130.05029241	534.270834817	205.256749759	173.003036731	192.608326713	1	0	0	0
Throt5185	Locus4300v1rpkm23.79		140.611232748	520.978424049	436.668821833	182.607712981	263.394749606	231.765604909	401.331515751	430.209854294	170.249672751	400.687201757	0	0	0	1
Throt518	Locus482v1rpkm208.09		2225.2478233	122.057050623	758.160628349	822.732564768	1254.44369474	354.259902676	1590.24471168	584.670741739	481.838696466	578.598507556	1	0	0	1
Throt5165	Locus4281v2rpkm22.13		3.13037274179	10.3906325423	11.8875359846	4.73981768665	5.2399485996	8.86376294636	11.1713713501	13.9947783927	3.44170497476	10.5715413591	0	0	0	1
Throt511	Locus475v1rpkm210.39		1.02216252793	4.34039080879	2.90584212956	1.7462486214	3.84262897304	4.06861249997	2.79284283752	1.55497537696	6.88340994951	2.32058224956	0	0	1	0
Throt51	Locus54v1rpkm6742.20		9649.66145977	1241.35177131	3247.54274725	4467.90182989	3043.36214665	1618.87185222	4208.25558757	3118.24395594	2513.13297257	3479.3263195	1	0	1	1
Throt50	Locus53v1rpkm7311.93		90.7808095118	6.57634971029	40.6817898138	86.5640388036	85.4111621734	44.3188147318	23.7391641189	14.7722660812	55.0672795961	11.6029112478	0	0	1	0
Throt4985	Locus4140v1rpkm24.60		0.894392211939	1.18374294785	0.528334932647	3.4924972428	1.7466495332	2.47022901784	0.558568567503	0.0	3.44170497476	0.257842472173	0	0	1	0
Throt4968	Locus4125v2rpkm18.51		0.894392211939	2.49901288991	2.11333973059	0.748392266314	0.8733247666	1.45307589285	2.23427427001	3.10995075393	0.229446998317	0.515684944346	0	0	0	1
Throt4941	Locus4104v1rpkm24.79		0.255540631983	0.789161965234	1.84917226427	0.0	2.27064439316	2.17961383927	1.67570570251	0.259162562827	4.81838696466	2.06273977738	0	0	1	0
Throt4940	Locus4103v1rpkm24.80		34.4979853177	151.650624319	138.423752354	40.1637182922	38.2516247771	81.9534803565	129.029339093	113.513202518	42.9065886853	110.614420562	0	0	0	1
Throt4925	Locus4091v2rpkm23.00		2.42763600384	9.07536260019	3.30209332905	2.24517679894	2.79463925312	2.32492142855	1.95498998626	0.777487688482	5.27728096129	1.54705483304	0	0	1	0
Throt492	Locus459v1rpkm214.72		454.670669455	39.5896252559	150.971707004	153.170950506	185.144850519	70.3288732138	269.50933382	97.9634487488	87.4193063588	110.098735618	1	0	1	0
Throt4898	Locus4070v1rpkm25.01		298.152032366	620.675885657	1173.43188541	528.614404106	430.723774887	1394.0810116	1197.57100873	2658.23040692	902.644491379	3055.17545278	0	0	0	1
Throt4887	Locus4060v1rpkm25.06		0.44719610597	2.10443190729	0.528334932647	0.249464088771	0.52399485996	0.581230357138	0.279284283752	0.0	2.52391698149	0.257842472173	0	0	1	0
Throt488	Locus456v1rpkm216.18		472.239087904	25.6477638701	256.242442334	467.745166446	482.075271163	212.585003123	164.219158846	64.2723155812	336.369299533	86.377228178	0	0	1	0
Throt4877	Locus4050v1rpkm25.11		996.736235048	2805.07620543	1972.01013611	1647.21137816	2258.76717633	1339.88128079	2076.75793398	2964.30139362	1281.6909326	2723.59003356	0	0	0	1
