MMETSP_ID	gID	Description
MMETSP0013_2-20120614|10667 	Skcos400	CAMNT_0000274595
MMETSP0013_2-20120614|11135 	Skcos401	CAMNT_0000275531
MMETSP0013_2-20120614|11137 	Skcos402	CAMNT_0000275535
MMETSP0013_2-20120614|11138 	Skcos403	CAMNT_0000275537
MMETSP0013_2-20120614|11139 	Skcos404	CAMNT_0000275539
MMETSP0013_2-20120614|11141 	Skcos405	CAMNT_0000275543
MMETSP0013_2-20120614|11222 	Skcos406	CAMNT_0000275705
MMETSP0013_2-20120614|11224 	Skcos407	CAMNT_0000275709
MMETSP0013_2-20120614|11225 	Skcos408	CAMNT_0000275711
MMETSP0013_2-20120614|11226 	Skcos409	CAMNT_0000275713
MMETSP0013_2-20120614|11227 	Skcos410	CAMNT_0000275715
MMETSP0013_2-20120614|11232 	Skcos411	CAMNT_0000275725
MMETSP0013_2-20120614|11291 	Skcos412	CAMNT_0000275843
MMETSP0013_2-20120614|11298 	Skcos413	CAMNT_0000275857
MMETSP0013_2-20120614|11303 	Skcos414	CAMNT_0000275867
MMETSP0013_2-20120614|11315 	Skcos415	CAMNT_0000275891
MMETSP0013_2-20120614|11319 	Skcos416	CAMNT_0000275899
MMETSP0013_2-20120614|11070 	Skcos417	CAMNT_0000275401
MMETSP0013_2-20120614|11470 	Skcos418	CAMNT_0000276201
MMETSP0013_2-20120614|11473 	Skcos419	CAMNT_0000276207
MMETSP0013_2-20120614|11519 	Skcos420	CAMNT_0000276299
MMETSP0013_2-20120614|11521 	Skcos421	CAMNT_0000276303
MMETSP0013_2-20120614|11522 	Skcos422	CAMNT_0000276305
MMETSP0013_2-20120614|11296 	Skcos423	CAMNT_0000275853
MMETSP0013_2-20120614|11300 	Skcos424	CAMNT_0000275861
MMETSP0013_2-20120614|11301 	Skcos425	CAMNT_0000275863
MMETSP0013_2-20120614|11302 	Skcos426	CAMNT_0000275865
MMETSP0013_2-20120614|11245 	Skcos427	CAMNT_0000275751
MMETSP0013_2-20120614|11246 	Skcos428	CAMNT_0000275753
MMETSP0013_2-20120614|11340 	Skcos429	CAMNT_0000275941
MMETSP0013_2-20120614|11342 	Skcos430	CAMNT_0000275945
MMETSP0013_2-20120614|11343 	Skcos431	CAMNT_0000275947
MMETSP0013_2-20120614|11417 	Skcos432	CAMNT_0000276095
MMETSP0013_2-20120614|11418 	Skcos433	CAMNT_0000276097
MMETSP0013_2-20120614|11416 	Skcos434	CAMNT_0000276093
MMETSP0013_2-20120614|11703 	Skcos435	CAMNT_0000276667
MMETSP0013_2-20120614|11704 	Skcos436	CAMNT_0000276669
MMETSP0013_2-20120614|11705 	Skcos437	CAMNT_0000276671
MMETSP0013_2-20120614|11792 	Skcos438	CAMNT_0000276845
MMETSP0013_2-20120614|11794 	Skcos439	CAMNT_0000276849
MMETSP0013_2-20120614|11911 	Skcos440	CAMNT_0000277083
MMETSP0013_2-20120614|11651 	Skcos441	CAMNT_0000276563
MMETSP0013_2-20120614|11648 	Skcos442	CAMNT_0000276557
MMETSP0013_2-20120614|11747 	Skcos443	CAMNT_0000276755
MMETSP0013_2-20120614|11743 	Skcos444	CAMNT_0000276747
MMETSP0013_2-20120614|11749 	Skcos445	CAMNT_0000276759
MMETSP0013_2-20120614|12160 	Skcos446	CAMNT_0000277581
MMETSP0013_2-20120614|12255 	Skcos447	CAMNT_0000277771
MMETSP0013_2-20120614|12257 	Skcos448	CAMNT_0000277775
MMETSP0013_2-20120614|12258 	Skcos449	CAMNT_0000277777
MMETSP0013_2-20120614|12213 	Skcos450	CAMNT_0000277687
MMETSP0013_2-20120614|12214 	Skcos451	CAMNT_0000277689
MMETSP0013_2-20120614|12226 	Skcos452	CAMNT_0000277713
MMETSP0013_2-20120614|12233 	Skcos453	CAMNT_0000277727
MMETSP0013_2-20120614|12241 	Skcos454	CAMNT_0000277743
MMETSP0013_2-20120614|12248 	Skcos455	CAMNT_0000277757
MMETSP0013_2-20120614|12101 	Skcos456	CAMNT_0000277463
MMETSP0013_2-20120614|12102 	Skcos457	CAMNT_0000277465
MMETSP0013_2-20120614|12188 	Skcos458	CAMNT_0000277637
MMETSP0013_2-20120614|12189 	Skcos459	CAMNT_0000277639
MMETSP0013_2-20120614|12193 	Skcos460	CAMNT_0000277647
MMETSP0013_2-20120614|12195 	Skcos461	CAMNT_0000277651
MMETSP0013_2-20120614|12271 	Skcos462	CAMNT_0000277803
MMETSP0013_2-20120614|12058 	Skcos463	CAMNT_0000277377
MMETSP0013_2-20120614|12064 	Skcos464	CAMNT_0000277389
MMETSP0013_2-20120614|12066 	Skcos465	CAMNT_0000277393
MMETSP0013_2-20120614|12143 	Skcos466	CAMNT_0000277547
MMETSP0013_2-20120614|12146 	Skcos467	CAMNT_0000277553
MMETSP0013_2-20120614|12470 	Skcos468	CAMNT_0000278201
MMETSP0013_2-20120614|12472 	Skcos469	CAMNT_0000278205
MMETSP0013_2-20120614|12525 	Skcos470	CAMNT_0000278311
MMETSP0013_2-20120614|12661 	Skcos471	CAMNT_0000278583
MMETSP0013_2-20120614|12665 	Skcos472	CAMNT_0000278591
MMETSP0013_2-20120614|12421 	Skcos473	CAMNT_0000278103
MMETSP0013_2-20120614|12422 	Skcos474	CAMNT_0000278105
MMETSP0013_2-20120614|12425 	Skcos475	CAMNT_0000278111
MMETSP0013_2-20120614|12637 	Skcos476	CAMNT_0000278535
MMETSP0013_2-20120614|12642 	Skcos477	CAMNT_0000278545
MMETSP0013_2-20120614|12643 	Skcos478	CAMNT_0000278547
MMETSP0013_2-20120614|12646 	Skcos479	CAMNT_0000278553
MMETSP0013_2-20120614|12653 	Skcos480	CAMNT_0000278567
MMETSP0013_2-20120614|12659 	Skcos481	CAMNT_0000278579
MMETSP0013_2-20120614|12663 	Skcos482	CAMNT_0000278587
MMETSP0013_2-20120614|13003 	Skcos483	CAMNT_0000279267
MMETSP0013_2-20120614|13005 	Skcos484	CAMNT_0000279271
MMETSP0013_2-20120614|13016 	Skcos485	CAMNT_0000279293
MMETSP0013_2-20120614|13022 	Skcos486	CAMNT_0000279305
MMETSP0013_2-20120614|13028 	Skcos487	CAMNT_0000279317
MMETSP0013_2-20120614|13031 	Skcos488	CAMNT_0000279323
MMETSP0013_2-20120614|12814 	Skcos489	CAMNT_0000278889
MMETSP0013_2-20120614|12815 	Skcos490	CAMNT_0000278891
MMETSP0013_2-20120614|12919 	Skcos491	CAMNT_0000279099
MMETSP0013_2-20120614|12924 	Skcos492	CAMNT_0000279109
MMETSP0013_2-20120614|12928 	Skcos493	CAMNT_0000279117
MMETSP0013_2-20120614|12929 	Skcos494	CAMNT_0000279119
MMETSP0013_2-20120614|13398 	Skcos495	CAMNT_0000280057
MMETSP0013_2-20120614|13399 	Skcos496	CAMNT_0000280059
MMETSP0013_2-20120614|13402 	Skcos497	CAMNT_0000280065
MMETSP0013_2-20120614|13405 	Skcos498	CAMNT_0000280071
MMETSP0013_2-20120614|13473 	Skcos499	CAMNT_0000280207
MMETSP0013_2-20120614|13474 	Skcos500	CAMNT_0000280209
MMETSP0013_2-20120614|13169 	Skcos501	CAMNT_0000279599
MMETSP0013_2-20120614|13171 	Skcos502	CAMNT_0000279603
MMETSP0013_2-20120614|13172 	Skcos503	CAMNT_0000279605
MMETSP0013_2-20120614|13259 	Skcos504	CAMNT_0000279779
MMETSP0013_2-20120614|13262 	Skcos505	CAMNT_0000279785
MMETSP0013_2-20120614|13263 	Skcos506	CAMNT_0000279787
MMETSP0013_2-20120614|13298 	Skcos507	CAMNT_0000279857
MMETSP0013_2-20120614|13300 	Skcos508	CAMNT_0000279861
MMETSP0013_2-20120614|13406 	Skcos509	CAMNT_0000280073
MMETSP0013_2-20120614|13412 	Skcos510	CAMNT_0000280085
MMETSP0013_2-20120614|13716 	Skcos511	CAMNT_0000280693
MMETSP0013_2-20120614|13718 	Skcos512	CAMNT_0000280697
MMETSP0013_2-20120614|13723 	Skcos513	CAMNT_0000280707
MMETSP0013_2-20120614|13827 	Skcos514	CAMNT_0000280915
MMETSP0013_2-20120614|13828 	Skcos515	CAMNT_0000280917
MMETSP0013_2-20120614|13825 	Skcos516	CAMNT_0000280911
MMETSP0013_2-20120614|13524 	Skcos517	CAMNT_0000280309
MMETSP0013_2-20120614|13525 	Skcos518	CAMNT_0000280311
MMETSP0013_2-20120614|13527 	Skcos519	CAMNT_0000280315
MMETSP0013_2-20120614|13529 	Skcos520	CAMNT_0000280319
MMETSP0013_2-20120614|13531 	Skcos521	CAMNT_0000280323
MMETSP0013_2-20120614|13725 	Skcos522	CAMNT_0000280711
MMETSP0013_2-20120614|13726 	Skcos523	CAMNT_0000280713
MMETSP0013_2-20120614|13727 	Skcos524	CAMNT_0000280715
MMETSP0013_2-20120614|13728 	Skcos525	CAMNT_0000280717
MMETSP0013_2-20120614|13736 	Skcos526	CAMNT_0000280733
MMETSP0013_2-20120614|13752 	Skcos527	CAMNT_0000280765
MMETSP0013_2-20120614|13754 	Skcos528	CAMNT_0000280769
MMETSP0013_2-20120614|13759 	Skcos529	CAMNT_0000280779
MMETSP0013_2-20120614|13771 	Skcos530	CAMNT_0000280803
MMETSP0013_2-20120614|13773 	Skcos531	CAMNT_0000280807
MMETSP0013_2-20120614|13777 	Skcos532	CAMNT_0000280815
MMETSP0013_2-20120614|13779 	Skcos533	CAMNT_0000280819
MMETSP0013_2-20120614|13784 	Skcos534	CAMNT_0000280829
MMETSP0013_2-20120614|13792 	Skcos535	CAMNT_0000280845
MMETSP0013_2-20120614|14075 	Skcos536	CAMNT_0000281411
MMETSP0013_2-20120614|14080 	Skcos537	CAMNT_0000281421
MMETSP0013_2-20120614|14049 	Skcos538	CAMNT_0000281359
MMETSP0013_2-20120614|14050 	Skcos539	CAMNT_0000281361
MMETSP0013_2-20120614|14051 	Skcos540	CAMNT_0000281363
MMETSP0013_2-20120614|14138 	Skcos541	CAMNT_0000281537
MMETSP0013_2-20120614|14141 	Skcos542	CAMNT_0000281543
MMETSP0013_2-20120614|14142 	Skcos543	CAMNT_0000281545
MMETSP0013_2-20120614|14131 	Skcos544	CAMNT_0000281523
MMETSP0013_2-20120614|14153 	Skcos545	CAMNT_0000281567
MMETSP0013_2-20120614|14052 	Skcos546	CAMNT_0000281365
MMETSP0013_2-20120614|14920 	Skcos547	CAMNT_0000283101
MMETSP0013_2-20120614|14935 	Skcos548	CAMNT_0000283131
MMETSP0013_2-20120614|14246 	Skcos549	CAMNT_0000281753
MMETSP0013_2-20120614|14247 	Skcos550	CAMNT_0000281755
MMETSP0013_2-20120614|14340 	Skcos551	CAMNT_0000281941
MMETSP0013_2-20120614|14342 	Skcos552	CAMNT_0000281945
MMETSP0013_2-20120614|14505 	Skcos553	CAMNT_0000282271
MMETSP0013_2-20120614|14508 	Skcos554	CAMNT_0000282277
MMETSP0013_2-20120614|14258 	Skcos555	CAMNT_0000281777
MMETSP0013_2-20120614|14355 	Skcos556	CAMNT_0000281971
MMETSP0013_2-20120614|14357 	Skcos557	CAMNT_0000281975
MMETSP0013_2-20120614|14359 	Skcos558	CAMNT_0000281979
MMETSP0013_2-20120614|14471 	Skcos559	CAMNT_0000282203
MMETSP0013_2-20120614|14529 	Skcos560	CAMNT_0000282319
MMETSP0013_2-20120614|14531 	Skcos561	CAMNT_0000282323
MMETSP0013_2-20120614|14275 	Skcos562	CAMNT_0000281811
MMETSP0013_2-20120614|14276 	Skcos563	CAMNT_0000281813
MMETSP0013_2-20120614|14277 	Skcos564	CAMNT_0000281815
MMETSP0013_2-20120614|14278 	Skcos565	CAMNT_0000281817
MMETSP0013_2-20120614|14377 	Skcos566	CAMNT_0000282015
MMETSP0013_2-20120614|14296 	Skcos567	CAMNT_0000281853
MMETSP0013_2-20120614|14392 	Skcos568	CAMNT_0000282045
MMETSP0013_2-20120614|14398 	Skcos569	CAMNT_0000282057
MMETSP0013_2-20120614|14489 	Skcos570	CAMNT_0000282239
MMETSP0013_2-20120614|14491 	Skcos571	CAMNT_0000282243
MMETSP0013_2-20120614|14492 	Skcos572	CAMNT_0000282245
MMETSP0013_2-20120614|14493 	Skcos573	CAMNT_0000282247
MMETSP0013_2-20120614|14587 	Skcos574	CAMNT_0000282435
MMETSP0013_2-20120614|14589 	Skcos575	CAMNT_0000282439
MMETSP0013_2-20120614|14594 	Skcos576	CAMNT_0000282449
MMETSP0013_2-20120614|14597 	Skcos577	CAMNT_0000282455
MMETSP0013_2-20120614|14600 	Skcos578	CAMNT_0000282461
MMETSP0013_2-20120614|14607 	Skcos579	CAMNT_0000282475
MMETSP0013_2-20120614|14608 	Skcos580	CAMNT_0000282477
MMETSP0013_2-20120614|14612 	Skcos581	CAMNT_0000282485
MMETSP0013_2-20120614|14614 	Skcos582	CAMNT_0000282489
MMETSP0013_2-20120614|14769 	Skcos583	CAMNT_0000282799
MMETSP0013_2-20120614|14777 	Skcos584	CAMNT_0000282815
MMETSP0013_2-20120614|14778 	Skcos585	CAMNT_0000282817
MMETSP0013_2-20120614|14782 	Skcos586	CAMNT_0000282825
MMETSP0013_2-20120614|14784 	Skcos587	CAMNT_0000282829
MMETSP0013_2-20120614|14789 	Skcos588	CAMNT_0000282839
MMETSP0013_2-20120614|14792 	Skcos589	CAMNT_0000282845
MMETSP0013_2-20120614|14230 	Skcos590	CAMNT_0000281721
MMETSP0013_2-20120614|14235 	Skcos591	CAMNT_0000281731
MMETSP0013_2-20120614|14239 	Skcos592	CAMNT_0000281739
MMETSP0013_2-20120614|14598 	Skcos593	CAMNT_0000282457
MMETSP0013_2-20120614|14599 	Skcos594	CAMNT_0000282459
MMETSP0013_2-20120614|14601 	Skcos595	CAMNT_0000282463
MMETSP0013_2-20120614|14697 	Skcos596	CAMNT_0000282655
MMETSP0013_2-20120614|14698 	Skcos597	CAMNT_0000282657
MMETSP0013_2-20120614|14701 	Skcos598	CAMNT_0000282663
MMETSP0013_2-20120614|14703 	Skcos599	CAMNT_0000282667
MMETSP0013_2-20120614|14798 	Skcos600	CAMNT_0000282857
MMETSP0013_2-20120614|14734 	Skcos601	CAMNT_0000282729
MMETSP0013_2-20120614|14735 	Skcos602	CAMNT_0000282731
MMETSP0013_2-20120614|14737 	Skcos603	CAMNT_0000282735
MMETSP0013_2-20120614|14818 	Skcos604	CAMNT_0000282897
MMETSP0013_2-20120614|14820 	Skcos605	CAMNT_0000282901
MMETSP0013_2-20120614|14822 	Skcos606	CAMNT_0000282905
MMETSP0013_2-20120614|14548 	Skcos607	CAMNT_0000282357
MMETSP0013_2-20120614|14550 	Skcos608	CAMNT_0000282361
MMETSP0013_2-20120614|15100 	Skcos609	CAMNT_0000283461
MMETSP0013_2-20120614|15102 	Skcos610	CAMNT_0000283465
MMETSP0013_2-20120614|15104 	Skcos611	CAMNT_0000283469
MMETSP0013_2-20120614|15107 	Skcos612	CAMNT_0000283475
MMETSP0013_2-20120614|15108 	Skcos613	CAMNT_0000283477
MMETSP0013_2-20120614|15192 	Skcos614	CAMNT_0000283645
MMETSP0013_2-20120614|15193 	Skcos615	CAMNT_0000283647
MMETSP0013_2-20120614|14966 	Skcos616	CAMNT_0000283193
MMETSP0013_2-20120614|14967 	Skcos617	CAMNT_0000283195
MMETSP0013_2-20120614|15146 	Skcos618	CAMNT_0000283553
MMETSP0013_2-20120614|15147 	Skcos619	CAMNT_0000283555
MMETSP0013_2-20120614|15148 	Skcos620	CAMNT_0000283557
MMETSP0013_2-20120614|15215 	Skcos621	CAMNT_0000283691
MMETSP0013_2-20120614|15225 	Skcos622	CAMNT_0000283711
MMETSP0013_2-20120614|15226 	Skcos623	CAMNT_0000283713
MMETSP0013_2-20120614|15228 	Skcos624	CAMNT_0000283717
MMETSP0013_2-20120614|15079 	Skcos625	CAMNT_0000283419
MMETSP0013_2-20120614|15174 	Skcos626	CAMNT_0000283609
MMETSP0013_2-20120614|15175 	Skcos627	CAMNT_0000283611
MMETSP0013_2-20120614|14937 	Skcos628	CAMNT_0000283135
MMETSP0013_2-20120614|14942 	Skcos629	CAMNT_0000283145
MMETSP0013_2-20120614|15317 	Skcos630	CAMNT_0000283895
MMETSP0013_2-20120614|15321 	Skcos631	CAMNT_0000283903
MMETSP0013_2-20120614|15309 	Skcos632	CAMNT_0000283879
MMETSP0013_2-20120614|15468 	Skcos633	CAMNT_0000284197
MMETSP0013_2-20120614|15521 	Skcos634	CAMNT_0000284303
MMETSP0013_2-20120614|15522 	Skcos635	CAMNT_0000284305
MMETSP0013_2-20120614|15294 	Skcos636	CAMNT_0000283849
MMETSP0013_2-20120614|15296 	Skcos637	CAMNT_0000283853
MMETSP0013_2-20120614|15244 	Skcos638	CAMNT_0000283749
MMETSP0013_2-20120614|15245 	Skcos639	CAMNT_0000283751
MMETSP0013_2-20120614|15335 	Skcos640	CAMNT_0000283931
MMETSP0013_2-20120614|15339 	Skcos641	CAMNT_0000283939
MMETSP0013_2-20120614|15427 	Skcos642	CAMNT_0000284115
MMETSP0013_2-20120614|15429 	Skcos643	CAMNT_0000284119
MMETSP0013_2-20120614|15869 	Skcos644	CAMNT_0000284999
MMETSP0013_2-20120614|15870 	Skcos645	CAMNT_0000285001
MMETSP0013_2-20120614|15871 	Skcos646	CAMNT_0000285003
MMETSP0013_2-20120614|15603 	Skcos647	CAMNT_0000284467
MMETSP0013_2-20120614|15608 	Skcos648	CAMNT_0000284477
MMETSP0013_2-20120614|15609 	Skcos649	CAMNT_0000284479
MMETSP0013_2-20120614|15611 	Skcos650	CAMNT_0000284483
MMETSP0013_2-20120614|15612 	Skcos651	CAMNT_0000284485
MMETSP0013_2-20120614|15694 	Skcos652	CAMNT_0000284649
MMETSP0013_2-20120614|15873 	Skcos653	CAMNT_0000285007
MMETSP0013_2-20120614|15875 	Skcos654	CAMNT_0000285011
MMETSP0013_2-20120614|15878 	Skcos655	CAMNT_0000285017
MMETSP0013_2-20120614|15880 	Skcos656	CAMNT_0000285021
MMETSP0013_2-20120614|15614 	Skcos657	CAMNT_0000284489
MMETSP0013_2-20120614|15615 	Skcos658	CAMNT_0000284491
MMETSP0013_2-20120614|15617 	Skcos659	CAMNT_0000284495
MMETSP0013_2-20120614|15618 	Skcos660	CAMNT_0000284497
MMETSP0013_2-20120614|15704 	Skcos661	CAMNT_0000284669
MMETSP0013_2-20120614|15717 	Skcos662	CAMNT_0000284695
MMETSP0013_2-20120614|15794 	Skcos663	CAMNT_0000284849
MMETSP0013_2-20120614|15796 	Skcos664	CAMNT_0000284853
MMETSP0013_2-20120614|15799 	Skcos665	CAMNT_0000284859
MMETSP0013_2-20120614|15801 	Skcos666	CAMNT_0000284863
MMETSP0013_2-20120614|15887 	Skcos667	CAMNT_0000285035
MMETSP0013_2-20120614|15888 	Skcos668	CAMNT_0000285037
MMETSP0013_2-20120614|15889 	Skcos669	CAMNT_0000285039
MMETSP0013_2-20120614|16452 	Skcos670	CAMNT_0000286165
MMETSP0013_2-20120614|16947 	Skcos671	CAMNT_0000287155
MMETSP0013_2-20120614|16949 	Skcos672	CAMNT_0000287159
MMETSP0013_2-20120614|16950 	Skcos673	CAMNT_0000287161
MMETSP0013_2-20120614|16952 	Skcos674	CAMNT_0000287165
MMETSP0013_2-20120614|16953 	Skcos675	CAMNT_0000287167
MMETSP0013_2-20120614|16461 	Skcos676	CAMNT_0000286183
MMETSP0013_2-20120614|16508 	Skcos677	CAMNT_0000286277
MMETSP0013_2-20120614|16510 	Skcos678	CAMNT_0000286281
MMETSP0013_2-20120614|16513 	Skcos679	CAMNT_0000286287
MMETSP0013_2-20120614|16516 	Skcos680	CAMNT_0000286293
MMETSP0013_2-20120614|16519 	Skcos681	CAMNT_0000286299
MMETSP0013_2-20120614|16298 	Skcos682	CAMNT_0000285857
MMETSP0013_2-20120614|16299 	Skcos683	CAMNT_0000285859
MMETSP0013_2-20120614|16528 	Skcos684	CAMNT_0000286317
MMETSP0013_2-20120614|16529 	Skcos685	CAMNT_0000286319
MMETSP0013_2-20120614|16304 	Skcos686	CAMNT_0000285869
MMETSP0013_2-20120614|16305 	Skcos687	CAMNT_0000285871
MMETSP0013_2-20120614|16306 	Skcos688	CAMNT_0000285873
MMETSP0013_2-20120614|16308 	Skcos689	CAMNT_0000285877
MMETSP0013_2-20120614|16386 	Skcos690	CAMNT_0000286033
MMETSP0013_2-20120614|16384 	Skcos691	CAMNT_0000286029
MMETSP0013_2-20120614|7199 	Skcos692	CAMNT_0000267659
MMETSP0013_2-20120614|7200 	Skcos693	CAMNT_0000267661
MMETSP0013_2-20120614|7248 	Skcos694	CAMNT_0000267757
MMETSP0013_2-20120614|7249 	Skcos695	CAMNT_0000267759
MMETSP0013_2-20120614|7330 	Skcos696	CAMNT_0000267921
MMETSP0013_2-20120614|7333 	Skcos697	CAMNT_0000267927
MMETSP0013_2-20120614|7231 	Skcos698	CAMNT_0000267723
MMETSP0013_2-20120614|7233 	Skcos699	CAMNT_0000267727
MMETSP0013_2-20120614|7234 	Skcos700	CAMNT_0000267729
MMETSP0013_2-20120614|7235 	Skcos701	CAMNT_0000267731
MMETSP0013_2-20120614|7303 	Skcos702	CAMNT_0000267867
MMETSP0013_2-20120614|7302 	Skcos703	CAMNT_0000267865
MMETSP0013_2-20120614|7494 	Skcos704	CAMNT_0000268249
MMETSP0013_2-20120614|7530 	Skcos705	CAMNT_0000268321
MMETSP0013_2-20120614|7632 	Skcos706	CAMNT_0000268525
MMETSP0013_2-20120614|7635 	Skcos707	CAMNT_0000268531
MMETSP0013_2-20120614|7806 	Skcos708	CAMNT_0000268873
MMETSP0013_2-20120614|7809 	Skcos709	CAMNT_0000268879
MMETSP0013_2-20120614|7812 	Skcos710	CAMNT_0000268885
MMETSP0013_2-20120614|7821 	Skcos711	CAMNT_0000268903
MMETSP0013_2-20120614|7908 	Skcos712	CAMNT_0000269077
MMETSP0013_2-20120614|7976 	Skcos713	CAMNT_0000269213
MMETSP0013_2-20120614|7978 	Skcos714	CAMNT_0000269217
MMETSP0013_2-20120614|7980 	Skcos715	CAMNT_0000269221
MMETSP0013_2-20120614|8056 	Skcos716	CAMNT_0000269373
MMETSP0013_2-20120614|8057 	Skcos717	CAMNT_0000269375
MMETSP0013_2-20120614|8240 	Skcos718	CAMNT_0000269741
MMETSP0013_2-20120614|8241 	Skcos719	CAMNT_0000269743
MMETSP0013_2-20120614|8257 	Skcos720	CAMNT_0000269775
MMETSP0013_2-20120614|8256 	Skcos721	CAMNT_0000269773
MMETSP0013_2-20120614|8258 	Skcos722	CAMNT_0000269777
MMETSP0013_2-20120614|8259 	Skcos723	CAMNT_0000269779
MMETSP0013_2-20120614|8263 	Skcos724	CAMNT_0000269787
MMETSP0013_2-20120614|8339 	Skcos725	CAMNT_0000269939
MMETSP0013_2-20120614|8342 	Skcos726	CAMNT_0000269945
MMETSP0013_2-20120614|8107 	Skcos727	CAMNT_0000269475
MMETSP0013_2-20120614|8216 	Skcos728	CAMNT_0000269693
MMETSP0013_2-20120614|8217 	Skcos729	CAMNT_0000269695
MMETSP0013_2-20120614|8315 	Skcos730	CAMNT_0000269891
MMETSP0013_2-20120614|8316 	Skcos731	CAMNT_0000269893
MMETSP0013_2-20120614|8317 	Skcos732	CAMNT_0000269895
MMETSP0013_2-20120614|8540 	Skcos733	CAMNT_0000270341
MMETSP0013_2-20120614|8558 	Skcos734	CAMNT_0000270377
MMETSP0013_2-20120614|8559 	Skcos735	CAMNT_0000270379
MMETSP0013_2-20120614|8859 	Skcos736	CAMNT_0000270979
MMETSP0013_2-20120614|8862 	Skcos737	CAMNT_0000270985
MMETSP0013_2-20120614|8868 	Skcos738	CAMNT_0000270997
MMETSP0013_2-20120614|8870 	Skcos739	CAMNT_0000271001
MMETSP0013_2-20120614|8871 	Skcos740	CAMNT_0000271003
MMETSP0013_2-20120614|8414 	Skcos741	CAMNT_0000270089
MMETSP0013_2-20120614|8416 	Skcos742	CAMNT_0000270093
MMETSP0013_2-20120614|8813 	Skcos743	CAMNT_0000270887
MMETSP0013_2-20120614|8815 	Skcos744	CAMNT_0000270891
MMETSP0013_2-20120614|8816 	Skcos745	CAMNT_0000270893
MMETSP0013_2-20120614|8891 	Skcos746	CAMNT_0000271043
MMETSP0013_2-20120614|8893 	Skcos747	CAMNT_0000271047
MMETSP0013_2-20120614|8931 	Skcos748	CAMNT_0000271123
MMETSP0013_2-20120614|8717 	Skcos749	CAMNT_0000270695
MMETSP0013_2-20120614|8718 	Skcos750	CAMNT_0000270697
MMETSP0013_2-20120614|8719 	Skcos751	CAMNT_0000270699
MMETSP0013_2-20120614|8714 	Skcos752	CAMNT_0000270689
MMETSP0013_2-20120614|8782 	Skcos753	CAMNT_0000270825
MMETSP0013_2-20120614|8783 	Skcos754	CAMNT_0000270827
MMETSP0013_2-20120614|8867 	Skcos755	CAMNT_0000270995
MMETSP0013_2-20120614|9075 	Skcos756	CAMNT_0000271411
MMETSP0013_2-20120614|9078 	Skcos757	CAMNT_0000271417
MMETSP0013_2-20120614|9081 	Skcos758	CAMNT_0000271423
MMETSP0013_2-20120614|9152 	Skcos759	CAMNT_0000271565
MMETSP0013_2-20120614|9153 	Skcos760	CAMNT_0000271567
MMETSP0013_2-20120614|9155 	Skcos761	CAMNT_0000271571
MMETSP0013_2-20120614|8981 	Skcos762	CAMNT_0000271223
MMETSP0013_2-20120614|8982 	Skcos763	CAMNT_0000271225
MMETSP0013_2-20120614|8980 	Skcos764	CAMNT_0000271221
MMETSP0013_2-20120614|9119 	Skcos765	CAMNT_0000271499
MMETSP0013_2-20120614|9120 	Skcos766	CAMNT_0000271501
MMETSP0013_2-20120614|8941 	Skcos767	CAMNT_0000271143
MMETSP0013_2-20120614|8943 	Skcos768	CAMNT_0000271147
MMETSP0013_2-20120614|8944 	Skcos769	CAMNT_0000271149
MMETSP0013_2-20120614|8945 	Skcos770	CAMNT_0000271151
MMETSP0013_2-20120614|9174 	Skcos771	CAMNT_0000271609
MMETSP0013_2-20120614|9181 	Skcos772	CAMNT_0000271623
MMETSP0013_2-20120614|9285 	Skcos773	CAMNT_0000271831
MMETSP0013_2-20120614|9288 	Skcos774	CAMNT_0000271837
MMETSP0013_2-20120614|9370 	Skcos775	CAMNT_0000272001
MMETSP0013_2-20120614|9372 	Skcos776	CAMNT_0000272005
MMETSP0013_2-20120614|9373 	Skcos777	CAMNT_0000272007
MMETSP0013_2-20120614|9374 	Skcos778	CAMNT_0000272009
MMETSP0013_2-20120614|9441 	Skcos779	CAMNT_0000272143
MMETSP0013_2-20120614|9180 	Skcos780	CAMNT_0000271621
MMETSP0013_2-20120614|9184 	Skcos781	CAMNT_0000271629
MMETSP0013_2-20120614|9259 	Skcos782	CAMNT_0000271779
MMETSP0013_2-20120614|9260 	Skcos783	CAMNT_0000271781
MMETSP0013_2-20120614|9258 	Skcos784	CAMNT_0000271777
MMETSP0013_2-20120614|9335 	Skcos785	CAMNT_0000271931
MMETSP0013_2-20120614|9337 	Skcos786	CAMNT_0000271935
MMETSP0013_2-20120614|9338 	Skcos787	CAMNT_0000271937
MMETSP0013_2-20120614|9339 	Skcos788	CAMNT_0000271939
MMETSP0013_2-20120614|9722 	Skcos789	CAMNT_0000272705
MMETSP0013_2-20120614|9739 	Skcos790	CAMNT_0000272739
MMETSP0013_2-20120614|9744 	Skcos791	CAMNT_0000272749
MMETSP0013_2-20120614|9750 	Skcos792	CAMNT_0000272761
MMETSP0013_2-20120614|9558 	Skcos793	CAMNT_0000272377
MMETSP0013_2-20120614|9560 	Skcos794	CAMNT_0000272381
MMETSP0013_2-20120614|9557 	Skcos795	CAMNT_0000272375
MMETSP0013_2-20120614|9646 	Skcos796	CAMNT_0000272553
MMETSP0013_2-20120614|9647 	Skcos797	CAMNT_0000272555
MMETSP0013_2-20120614|9685 	Skcos798	CAMNT_0000272631
