New Seq Name	Old Seq Name	Description
Skcos142	CAMNT_0000283091	CAMNT_0000283091 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14915 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1471
Skcos143	CAMNT_0000283093	CAMNT_0000283093 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14916 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=765
Skcos144	CAMNT_0000282529	CAMNT_0000282529 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14634 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2785
Skcos145	CAMNT_0000282599	CAMNT_0000282599 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14669 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1700
Skcos146	CAMNT_0000282601	CAMNT_0000282601 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14670 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1543
Skcos147	CAMNT_0000282611	CAMNT_0000282611 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14675 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=832
Skcos148	CAMNT_0000282613	CAMNT_0000282613 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14676 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=928
Skcos149	CAMNT_0000282615	CAMNT_0000282615 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14677 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=792
Skcos150	CAMNT_0000282803	CAMNT_0000282803 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14771 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1534
Skcos151	CAMNT_0000282805	CAMNT_0000282805 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14772 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1003
Skcos152	CAMNT_0000282807	CAMNT_0000282807 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14773 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=997
Skcos153	CAMNT_0000282809	CAMNT_0000282809 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14774 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1222
Skcos154	CAMNT_0000282811	CAMNT_0000282811 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14775 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=911
Skcos155	CAMNT_0000283249	CAMNT_0000283249 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14994 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1601
Skcos156	CAMNT_0000283251	CAMNT_0000283251 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14995 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1098
Skcos157	CAMNT_0000283247	CAMNT_0000283247 /NCGR_SEQ_ID=MMETSP0013_2-20120614|14993 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1836
Skcos158	CAMNT_0000283347	CAMNT_0000283347 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15043 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1136
Skcos159	CAMNT_0000283349	CAMNT_0000283349 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15044 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=593
Skcos160	CAMNT_0000283357	CAMNT_0000283357 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15048 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3500
Skcos161	CAMNT_0000283773	CAMNT_0000283773 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15256 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=202
Skcos162	CAMNT_0000283779	CAMNT_0000283779 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15259 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=196
Skcos163	CAMNT_0000283811	CAMNT_0000283811 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15275 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=302
Skcos164	CAMNT_0000283815	CAMNT_0000283815 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15277 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=564
Skcos165	CAMNT_0000283825	CAMNT_0000283825 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15282 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=174
Skcos166	CAMNT_0000283837	CAMNT_0000283837 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15288 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=204
Skcos167	CAMNT_0000283843	CAMNT_0000283843 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15291 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=168
Skcos168	CAMNT_0000283863	CAMNT_0000283863 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15301 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=409
Skcos169	CAMNT_0000283415	CAMNT_0000283415 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15077 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3807
Skcos170	CAMNT_0000283417	CAMNT_0000283417 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15078 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1031
Skcos171	CAMNT_0000283835	CAMNT_0000283835 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15287 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1208
Skcos172	CAMNT_0000283841	CAMNT_0000283841 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15290 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1250
Skcos173	CAMNT_0000283845	CAMNT_0000283845 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15292 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=610
Skcos174	CAMNT_0000284015	CAMNT_0000284015 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15377 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1099
Skcos175	CAMNT_0000284017	CAMNT_0000284017 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15378 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=504
Skcos176	CAMNT_0000284019	CAMNT_0000284019 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15379 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2398
Skcos177	CAMNT_0000284027	CAMNT_0000284027 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15383 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=749
Skcos178	CAMNT_0000284029	CAMNT_0000284029 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15384 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=749
Skcos179	CAMNT_0000284195	CAMNT_0000284195 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15467 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2757
Skcos180	CAMNT_0000284411	CAMNT_0000284411 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15575 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=195
Skcos181	CAMNT_0000284417	CAMNT_0000284417 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15578 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos182	CAMNT_0000284419	CAMNT_0000284419 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15579 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=158
Skcos183	CAMNT_0000284423	CAMNT_0000284423 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15581 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=185
Skcos184	CAMNT_0000284427	CAMNT_0000284427 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15583 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=211
Skcos185	CAMNT_0000284435	CAMNT_0000284435 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15587 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=194
Skcos186	CAMNT_0000284457	CAMNT_0000284457 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15598 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=301
Skcos187	CAMNT_0000284469	CAMNT_0000284469 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15604 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=247
Skcos188	CAMNT_0000284471	CAMNT_0000284471 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15605 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4294
Skcos189	CAMNT_0000284473	CAMNT_0000284473 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15606 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=222
Skcos190	CAMNT_0000283745	CAMNT_0000283745 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15242 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3346
Skcos191	CAMNT_0000284805	CAMNT_0000284805 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15772 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3498
Skcos192	CAMNT_0000284975	CAMNT_0000284975 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15857 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=894
Skcos193	CAMNT_0000284979	CAMNT_0000284979 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15859 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2608
Skcos194	CAMNT_0000284983	CAMNT_0000284983 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15861 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1115
Skcos195	CAMNT_0000284985	CAMNT_0000284985 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15862 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1070
Skcos196	CAMNT_0000284993	CAMNT_0000284993 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15866 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=685
Skcos197	CAMNT_0000284459	CAMNT_0000284459 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15599 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2065
Skcos198	CAMNT_0000284461	CAMNT_0000284461 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15600 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=204
Skcos199	CAMNT_0000284463	CAMNT_0000284463 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15601 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2134
Skcos200	CAMNT_0000284465	CAMNT_0000284465 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15602 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1739
Skcos201	CAMNT_0000284637	CAMNT_0000284637 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15688 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3309
Skcos202	CAMNT_0000284639	CAMNT_0000284639 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15689 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1972
Skcos203	CAMNT_0000284643	CAMNT_0000284643 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15691 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=661
Skcos204	CAMNT_0000284811	CAMNT_0000284811 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15775 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2030
Skcos205	CAMNT_0000284815	CAMNT_0000284815 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15777 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2624
Skcos206	CAMNT_0000284819	CAMNT_0000284819 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15779 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=646
Skcos207	CAMNT_0000284997	CAMNT_0000284997 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15868 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=672
Skcos208	CAMNT_0000284651	CAMNT_0000284651 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15695 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1083
Skcos209	CAMNT_0000284657	CAMNT_0000284657 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15698 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1060
Skcos210	CAMNT_0000284661	CAMNT_0000284661 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15700 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1436
Skcos211	CAMNT_0000284825	CAMNT_0000284825 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15782 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1175
Skcos212	CAMNT_0000284827	CAMNT_0000284827 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15783 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1012
Skcos213	CAMNT_0000284829	CAMNT_0000284829 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15784 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2304
Skcos214	CAMNT_0000284831	CAMNT_0000284831 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15785 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=927
Skcos215	CAMNT_0000285005	CAMNT_0000285005 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15872 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1145
Skcos216	CAMNT_0000285029	CAMNT_0000285029 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15884 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2200
Skcos217	CAMNT_0000285033	CAMNT_0000285033 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15886 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1345
Skcos218	CAMNT_0000284681	CAMNT_0000284681 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15710 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=766
Skcos219	CAMNT_0000284683	CAMNT_0000284683 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15711 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=815
Skcos220	CAMNT_0000284689	CAMNT_0000284689 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15714 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1284
Skcos221	CAMNT_0000284525	CAMNT_0000284525 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15632 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=782
Skcos222	CAMNT_0000284527	CAMNT_0000284527 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15633 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=970
Skcos223	CAMNT_0000284707	CAMNT_0000284707 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15723 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2273
Skcos224	CAMNT_0000284711	CAMNT_0000284711 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15725 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=912
Skcos225	CAMNT_0000284713	CAMNT_0000284713 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15726 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2879
Skcos226	CAMNT_0000284873	CAMNT_0000284873 /NCGR_SEQ_ID=MMETSP0013_2-20120614|15806 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=841
Skcos227	CAMNT_0000267907	CAMNT_0000267907 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7323 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3747
Skcos228	CAMNT_0000267913	CAMNT_0000267913 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7326 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1905
Skcos229	CAMNT_0000267915	CAMNT_0000267915 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7327 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1124
Skcos230	CAMNT_0000268069	CAMNT_0000268069 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7404 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3765
Skcos231	CAMNT_0000267657	CAMNT_0000267657 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7198 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1753
Skcos232	CAMNT_0000267859	CAMNT_0000267859 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7299 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1671
Skcos233	CAMNT_0000267853	CAMNT_0000267853 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7296 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1222
Skcos234	CAMNT_0000267861	CAMNT_0000267861 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7300 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1462
Skcos235	CAMNT_0000268007	CAMNT_0000268007 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7373 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2642
Skcos236	CAMNT_0000267613	CAMNT_0000267613 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7176 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1690
Skcos237	CAMNT_0000267615	CAMNT_0000267615 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7177 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1069
Skcos238	CAMNT_0000268307	CAMNT_0000268307 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7523 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1541
Skcos239	CAMNT_0000268517	CAMNT_0000268517 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7628 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2486
Skcos240	CAMNT_0000268165	CAMNT_0000268165 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7452 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1336
Skcos241	CAMNT_0000268807	CAMNT_0000268807 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7773 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=220
Skcos242	CAMNT_0000268795	CAMNT_0000268795 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7767 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=262
Skcos243	CAMNT_0000268797	CAMNT_0000268797 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7768 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=335
Skcos244	CAMNT_0000268805	CAMNT_0000268805 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7772 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=159
Skcos245	CAMNT_0000268825	CAMNT_0000268825 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7782 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=291
Skcos246	CAMNT_0000268827	CAMNT_0000268827 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7783 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5209
Skcos247	CAMNT_0000268841	CAMNT_0000268841 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7790 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=192
Skcos248	CAMNT_0000268851	CAMNT_0000268851 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7795 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=222
Skcos249	CAMNT_0000269351	CAMNT_0000269351 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8045 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=599
Skcos250	CAMNT_0000269355	CAMNT_0000269355 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8047 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=379
Skcos251	CAMNT_0000269365	CAMNT_0000269365 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8052 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=780
Skcos252	CAMNT_0000268893	CAMNT_0000268893 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7816 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=297
Skcos253	CAMNT_0000268895	CAMNT_0000268895 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7817 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1725
Skcos254	CAMNT_0000268897	CAMNT_0000268897 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7818 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=752
Skcos255	CAMNT_0000269707	CAMNT_0000269707 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8223 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=305
Skcos256	CAMNT_0000269709	CAMNT_0000269709 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8224 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=695
Skcos257	CAMNT_0000269725	CAMNT_0000269725 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8232 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=417
Skcos258	CAMNT_0000269599	CAMNT_0000269599 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8169 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=993
Skcos259	CAMNT_0000269601	CAMNT_0000269601 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8170 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=813
Skcos260	CAMNT_0000269603	CAMNT_0000269603 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8171 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=750
Skcos261	CAMNT_0000269615	CAMNT_0000269615 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8177 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=622
Skcos262	CAMNT_0000269771	CAMNT_0000269771 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8255 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2385
Skcos263	CAMNT_0000269879	CAMNT_0000269879 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8309 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1122
Skcos264	CAMNT_0000269881	CAMNT_0000269881 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8310 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=368
Skcos265	CAMNT_0000269883	CAMNT_0000269883 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8311 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1089
Skcos266	CAMNT_0000269559	CAMNT_0000269559 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8149 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1381
Skcos267	CAMNT_0000270311	CAMNT_0000270311 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8525 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=814
Skcos268	CAMNT_0000270287	CAMNT_0000270287 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8513 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=333
Skcos269	CAMNT_0000270291	CAMNT_0000270291 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8515 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4612
Skcos270	CAMNT_0000270305	CAMNT_0000270305 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8522 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4819
Skcos271	CAMNT_0000270321	CAMNT_0000270321 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8530 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=458
Skcos272	CAMNT_0000270935	CAMNT_0000270935 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8837 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4684
Skcos273	CAMNT_0000270937	CAMNT_0000270937 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8838 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4011
Skcos274	CAMNT_0000270947	CAMNT_0000270947 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8843 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=702
Skcos275	CAMNT_0000270965	CAMNT_0000270965 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8852 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=906
Skcos276	CAMNT_0000270301	CAMNT_0000270301 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8520 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2215
Skcos277	CAMNT_0000270303	CAMNT_0000270303 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8521 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2913
Skcos278	CAMNT_0000270455	CAMNT_0000270455 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8597 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2644
Skcos279	CAMNT_0000270457	CAMNT_0000270457 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8598 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1047
Skcos280	CAMNT_0000270459	CAMNT_0000270459 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8599 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1907
Skcos281	CAMNT_0000270463	CAMNT_0000270463 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8601 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1067
Skcos282	CAMNT_0000270087	CAMNT_0000270087 /NCGR_SEQ_ID=MMETSP0013_2-20120614|8413 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=800
